Topic,Words,Frequency,Timestamp,Name
67,"ascarate, rugir, omodeo, , ",6,2022-01-01,67_massot_mayoraz_rugir_vallone
68,"incautar, mencionar, escuela, 2022, 2021",5,2022-01-01,68_desastre_zona_emergencia_agropecuario
70,"tabaco, habano, fet, habanito, calentado",2,2022-01-01,70_tabaco_cigarrillo_tabacalero_fumar
71,"abstención, abstenciones, 199, 195, 229",22,2022-01-01,71_abstenciones_abstención_afi_195
72,"8º, manzi, 9º, 6º, cacace",4,2022-01-01,72_6º_7º_1º_8º
73,"casas, figueroa, apartamento, penúltimo, loguear",18,2022-01-01,73_casas_bue_considera_figueroa
74,"previaje, devaluar, turismo, errático, confronter",4,2022-01-01,74_turismo_turístico_viaje_actividad
75,"ocaña, orrego, , , ",17,2022-01-01,75_inte_ocaña_conferencia_abierto
76,"compartir, vilca, cacace, gaillard, laspina",9,2022-01-01,76_compartir_pala_natalia_morán
77,"giacomo, stolbizer, , , ",25,2022-01-01,77_giacomo_stolbizer_nalizar_pala
78,"reconsideración, reciclador, ofender, lamentablemen, rechacir",5,2022-01-01,78_reconsideración_reconsiderar_formulo_...
79,"nieri, , , , ",3,2022-01-01,79_considera_schlotthauer_nieri_pala
80,"déjeme, parque, ecoturismo, frenir, migrar",2,2022-01-01,80_bosque_nativo_ambiental_forestal
82,"ceñir, apurar, veinticinco, pendiente, establecido",1,2022-01-01,82_treinta_veinte_segundo_quince
83,"vea, otación, pág, 101, 358",9,2022-01-01,83_vea_pág_otación_él
84,"yacobitti, verasay, gollán, quiroz, souto",23,2022-01-01,84_yacobitti_verasay_pala_gollán
85,"abstenciones, abstención, 129, 118, 126",21,2022-01-01,85_abstenciones_abstención_afi_131
86,"himno, entonar, estrofa, convocatoria, argentino",13,2022-01-01,86_estrofa_entonar_himno_orquesta
87,"monti, chubut, , , ",7,2022-01-01,87_chubut_pala_sidencia_monti
88,"2072, 27432, 2022, deportivo, 20630",4,2022-01-01,88_deportivo_antidopaje_deporte_fútbol
89,"órden, recordar, necesitar, , ",2,2022-01-01,89_recordar_italo_nalizado_olvidar
90,"juntos, interbloque, cambio, bouhid, cacace",9,2022-01-01,90_cambio_juntos_cambiar_interbloque
91,"ameritar, verter, ordenamiento, sentir, mecanismo",2,2022-01-01,91_tema_motivo_razón_lógica
93,"alzado, mano, retirado, cacace, reagrupar",33,2022-01-01,93_alzado_mano_levantar_afi
94,"coli, nalizado, marcela, , ",4,2022-01-01,94_lipovetzky_coli_nalizado_santillán
96,"lena, , , , ",7,2022-01-01,96_pala_lena_austin_tina
98,"carasso, girándosela, vuelta, , ",8,2022-01-01,98_vuelta_garrido_giro_carasso
99,"renuncia, tomás, 2022, obran, massa",1,2022-01-01,99_electoral_alianza_dni_candidato
100,"osuna, , , , ",8,2022-01-01,100_osuna_llancafilo_vásquez_punto
101,"cero, negativos, abstenciones, negativa, 216",9,2022-01-01,101_negativa_cero_negativos_nulo
102,"solicitud, leído, efectuado, presentado, ",2,2022-01-01,102_solicitud_peticiones_solicité_solici...
103,"agradecer, vesvessian, deportista, fortaleza, pase",8,2022-01-01,103_agradecer_apreciación_agradecimiento...
104,"mañana, , , , ",1,2022-01-01,104_mañana_ayer_acordar_desplacer
105,"innovación, nanotecnología, 23877, biotecnología, 26270",23,2022-01-01,105_ciencia_tecnología_innovación_tecnol...
106,"morosos, alimentario, alimentarios, deudores, registro",7,2022-01-01,106_alimentario_alimento_programa_alimen...
107,"discúlpeme, inscribir, debidamente, corporación, tipo",1,2022-01-01,107_italo_compañía_empresa_firma
109,"taxi, preséntese, censura, ridículo, tono",3,2022-01-01,109_corte_juez_patti_judicial
110,"renumeración, cuerpo, articulado, introducido, ordenes",6,2022-01-01,110_cuerpo_renumeración_corpacci_faculta...
111,"brouwer, koning, , , ",5,2022-01-01,111_considera_resulta_koning_brouwer
112,"gorleri, morales, tocar, ocupar, venir",5,2022-01-01,112_resulta_gorleri_morales_gorila
114,"área, azul, bentónica, marítimos, protegida",12,2022-01-01,114_pesca_pesquero_mar_buque
115,"sota, ministros, gabinete, jefe, ",4,2022-01-01,115_ministros_gabinete_jefe_sota
116,"resolución, , , , ",3,2022-01-01,116_resolución_disidencias_aciones_obser...
117,"latorre, joury, consignar, , ",5,2022-01-01,117_suficientemente_apoyado_apoyar_consi...
118,"virginia, consignar, cornejo, cerrado, auditoría",1,2022-01-01,118_auditoría_auditor_forlón_designado
119,"individual, ronda, inicio, segmento, comienzo",9,2022-01-01,119_comenzar_individual_comienzo_empezar
120,"antisemitismo, palestina, banfi, violar, compartir",2,2022-01-01,120_the_israel_palestino_convention
121,"loredo, , , , ",3,2022-01-01,121_castillo_loredo_ripoll_pichetto
122,"polini, 5º, dichos, 7º, 4º",6,2022-01-01,122_3º_5º_polini_1º
123,"banquito, jáuregui, marina, recordatorio, precisár",1,2022-01-01,123_vacuna_vacunación_covid_salud
124,"leído, leer, importante, él, ",4,2022-01-01,124_leído_leer_afi_leeré
125,"selva, , , , ",2,2022-01-01,125_contigiani_selva_afi_espinoza
126,"escondido, irrespetuosidad, foto, leitmotiv, pizarrón",1,2022-01-01,126_periodista_periodístico_prensa_perio...
127,"arroyo, valdés, , , ",11,2022-01-01,127_arroyo_valdés_acevedo_polledo
128,"rever, fein, nuevamente, volver, situación",3,2022-01-01,128_volver_nuevamente_otorgué_afi
129,"digno, paliativo, pasándolar, yuanes, oncopediatría",3,2022-01-01,129_terrorismo_terrorista_humanos_derech...
132,"nombre, propusimos, aeroportuaria, avisar, juntos",3,2022-01-01,132_nombre_apellido_pila_corrección
135,"perinatal, muerte, duelo, gestant, bebé",2,2022-01-01,135_aborto_mujer_embarazo_vida
136,"himno, requerimiento, abierto, efectuado, presencia",10,2022-01-01,136_doña_himno_electoral_abierto
137,"rizzotti, provincia, , , ",7,2022-01-01,137_sírvar_resu_rizzotti_ta
138,"lombardi, vidal, continúir, 122, abstener",16,2022-01-01,138_lombardi_vidal_debate_vivero
142,"ginocchio, exponer, individual, costa, reitero",13,2022-01-01,142_ginocchio_benegas_pala_lynch
143,"permítame, sentar, milei, , ",2,2022-01-01,143_indicar_tienir_yo_pala
144,"hagman, comenzar, , , ",5,2022-01-01,144_martiarena_suficientemente_hagman_ap...
145,"vih, hepatitis, salud, convivir, sida",9,2022-01-01,145_salud_medicina_médico_medicamento
146,"aquino, cartón, miriam, flores, villa",1,2022-01-01,146_flores_plantee_riutort_planteo
148,"caso, , , , ",1,2022-01-01,148_caso_suponer_demandar_separado
149,"referir, él, , , ",1,2022-01-01,149_referir_él_refer_déjeme
150,"laspina, retirar, , , ",15,2022-01-01,150_laspina_acceder_afi_lasbanca
151,"caselles, , , , ",4,2022-01-01,151_autenticacer_archivar_formular_diari...
152,"rectificar, oportunidad, , , ",1,2022-01-01,152_oportunidad_solicité_ocasión_aprovec...
153,"leila, chaher, viva, consignar, reiterar",1,2022-01-01,153_constitución_jura_requerírsele_esqui...
154,"sand, nancy, fundamentar, brindar, apoyo",1,2022-01-01,154_apoyo_apoyar_apoyamos_adelantar
155,"voté, tomar, sistema, , ",1,2022-01-01,155_sistema_electrónicamente_funcionar_l...
156,"háganlo, loguear, oradora, iniciativa, presentar",2,2022-01-01,156_iniciativa_ambos_resulta_brevedad
157,"eliminado, cacace, enumerado, , ",1,2022-01-01,157_eliminación_suprimir_eliminado_elimi...
158,"estévez, milman, rendido, vertido, calletti",27,2022-01-01,158_estévez_rendido_vertido_milman
159,"reconsideración, reconsiderar, , , ",3,2022-01-01,159_reconsideración_reconsideracion_reco...
160,"cannabis, medicinal, cáñamo, agencia, industria",29,2022-01-01,160_cannabis_medicinal_cáñamo_aceite
161,"cobos, manes, marziotta, , ",14,2022-01-01,161_marziotta_cobos_manes_gisela
162,"pronunciamiento, , , , ",1,2022-01-01,162_pronunciamiento_pronuncie_acento_éli...
163,"exportación, incremental, 2031, delegación, fijar",6,2022-01-01,163_exportación_importación_mercadería_c...
164,"sartori, lamento, contemplado, limitar, analizar",1,2022-01-01,164_economía_ministro_ministerio_italo
165,"2022, 562, magnicidio, vicepresidenta, mariana",1,2022-01-01,165_juicio_juez_doctor_actuación
167,"nanni, carro, toffino, tomás, carmen",9,2022-01-01,167_carro_nanni_mounier_car
168,"automotriz, industria, unidad, 829000, 434000",2,2022-01-01,168_biocombustibl_biodiésel_combustible_...
171,"mama, chahla, cáncer, lucha, ",1,2022-01-01,171_ficación_afi_xiv_xix
173,"escuchar, , , , ",3,2022-01-01,173_escuchar_garay_reitero_escúchenme
176,"contestar, preopinante, cosa, , ",1,2022-01-01,176_pregunta_preguntar_contestar_respond...
177,"evolución, loredo, asignado, radical, ciñir",4,2022-01-01,177_radical_radicalismo_bancada_evolució...
178,"sugerencia, sugerido, nanni, inicialmente, leído",1,2022-01-01,178_sugerencia_sugerir_sugerido_acepto
179,"banfi, , , , ",10,2022-01-01,179_banfi_refiera_habiéndose_loguear
180,"alusión, evitar, personal, , ",1,2022-01-01,180_inconveniente_excusación_contrario_e...
181,"respetar, , , , ",1,2022-01-01,181_petri_respetar_petmite_calma
182,"pregunta, , , , ",1,2022-01-01,182_pregunta_realizar_preguntar_raro
184,"guardar, continúir, requerírsele, jura, interrumpir",3,2022-01-01,184_audiencia_guardar_público_requerírse...
185,"extra, , , , ",1,2022-01-01,185_agregado_genera_resulta_gennaro
186,"tema, , , , ",2,2022-01-01,186_pala_tema_hase_interesado
-1,"calzado, 2022, 2023, alquiler, violencia",1610,2023-01-01,-1_él_provincia_caso_año
0,"argentina, trabajador, inflación, argentino, ciento",444,2023-01-01,0_argentino_argentina_país_gobierno
1,"inflación, tech, mono, contribuyente, simplificado",28,2023-01-01,1_presupuesto_gasto_ciento_millón
2,"castets, germana, lena, galimberti, brouwer",3,2023-01-01,2_pastoriza_landau_abdala_silvestre
3,"debate, debatir, querellante, intempestivo, ascarate",28,2023-01-01,3_debate_discusión_tema_debatir
4,"universidad, educación, educativo, universitario, creación",50,2023-01-01,4_educación_universidad_docente_educativ...
5,"gnl, btu, gas, cuenca, barril",9,2023-01-01,5_energía_gas_combustible_combustibles
6,"narcotráfico, rosario, organizado, falta, problemática",7,2023-01-01,6_penal_código_pena_delito
7,"oto, 169, , , ",1,2023-01-01,7_afi_127_129_131
8,"2022, smvm, mensual, 2023, impuesto",14,2023-01-01,8_impuesto_ganancia_tributario_fiscal
9,"782, chacra, vilca, 214, viedma",2,2023-01-01,9_registrar_afi_él_136
10,"pertenezca, lleno, heladera, loguear, cálmense",17,2023-01-01,10_haber_él_sr_referir
11,"puam, trabajador, activamente, uatre, unidad",3,2023-01-01,11_trabajo_trabajador_empleador_laboral
12,"salud, terapéutico, sanitario, profesional, paciente",27,2023-01-01,12_salud_discapacidad_paciente_pública
13,"referencia, valor, fob, dólar, valer",6,2023-01-01,13_precio_dólares_italo_millón
14,"president, giacomo, convers, presenciar, chárlenlo",17,2023-01-01,14_presiden_president_bue_sugerir
15,"armesto, ise, oriolo, incondicionalmente, emilia",3,2023-01-01,15_doctor_caride_hoz_ocupar
16,"loguear, omoedo, harpia, harpyja, maribel",13,2023-01-01,16_resulta_pala_afi_sin
18,"jubilación, jubilado, jubilar, aporte, informalidad",6,2023-01-01,18_pensión_previsional_jubilado_jubilaci...
19,"jurar, nieguir, arrúa, razzini, avico",18,2023-01-01,19_jurar_jura_someter_sr
20,"manifestaciones, manifestación, ley, casta, alexis",17,2023-01-01,20_manifestaciones_manifestación_barra_l...
21,"temario, 710, 715, 683, 714",1,2023-01-01,21_diputados_5282_pala_pág
22,"subsidiario, concedentir, custodia, ingeniería, armado",1,2023-01-01,22_militar_fuerza_defensa_soldati
23,"juancho, internacionalista, jujeño, conciliador, casta",6,2023-01-01,23_político_democracia_partido_debate
24,"legislador, loguear, pennaca, avanc, identifiquir",7,2023-01-01,24_legislador_congreso_legislativo_parla...
25,"sr, barra, abucheo, abuchear, silbido",10,2023-01-01,25_sr_pala_concedo_álvaro
26,"vicepresidente, 3º, vicepresidenta, secretarios, renuncias",10,2023-01-01,26_vicepresidente_vicepresidencia_ocupar...
27,"universidad, educación, saladillo, virgen, decil",8,2023-01-01,27_educación_escuela_monumento_aconsejar
28,"2023, 644, 740, 627, 488",3,2023-01-01,28_2007_2010_2006_07
30,"orgánico, beneficiario, promoción, producción, aplicación",7,2023-01-01,30_agropecuario_ganadería_productor_agri...
31,"uvis, crédito, hipotecarios, uvi, vivienda",8,2023-01-01,31_deudor_deuda_hipotecario_crédito
32,"evangelios, santos, dios, jurar, requerir",26,2023-01-01,32_evangelios_santos_dios_jurar
33,"indignado, jurar, ligereza, 30000, excolega",8,2023-01-01,33_justicialista_juez_justicia_bancada
34,"declaración, niñas, niños, detección, abuso",1,2023-01-01,34_matrimonio_divorcio_cónyuge_hijo
35,"apagala, apagá, radio, ratito, prender",2,2023-01-01,35_teatral_radio_televisión_audiovisual
36,"memoria, rendido, lápices, homenajes, labrune",9,2023-01-01,36_memoria_rendido_homenajes_rendir
37,"gas, energético, muerta, ypf, abastecer",9,2023-01-01,37_nuclear_energía_energético_gas
38,"oficialismo, nominación, apoyar, voluntad, popular",1,2023-01-01,38_cívica_radical_unión_nombre
39,"votar, 782, votarar, masin, 179",4,2023-01-01,39_votar_voté_votado_vota
40,"aparicio, termínela, aclare, espil, lea",13,2023-01-01,40_leito_aparicio_alderete_leavy
41,"aerolíneas, argentinas, radar, avión, volar",8,2023-01-01,41_aéreo_aerolíneas_argentinas_aeronave
42,"disculpe, discúlpeme, iparraguirre, eché, disculpa",15,2023-01-01,42_disculpe_disculpa_perdón_discúlpeme
43,"ministros, gabinete, jefe, agustín, ministro",18,2023-01-01,43_ministros_gabinete_jefe_ministro
44,"respeto, respetar, faltás, falta, respéteme",17,2023-01-01,44_respeto_respetar_respetuoso_señores
45,"loguear, oradora, apagá, murmullo, escuchar",13,2023-01-01,45_escuchar_oradora_escuchaber_escuchen
47,"sr, , , , ",1,2023-01-01,47_agost_carreño_2º_xii
49,"obstetricia, trisomía, monotributo, profesional, nacido",3,2023-01-01,49_aborto_mujer_embarazo_salud
51,"digital, 485, 26, mujer, violencia",12,2023-01-01,51_mujer_violencia_01_género
52,"ley, aviso, definitivamente, vea, inser1",6,2023-01-01,52_ley_aviso_roja_definitivamente
53,"gabinete, jefe, conversar, pedo, respetir",8,2023-01-01,53_secretario_jefe_gabinete_secretaria
54,"micrófono, percibir, manifestación, alcanzar, alejandro",14,2023-01-01,54_micrófono_audio_sonido_receptor
55,"manzi, uif, copia, equivalente, redacción",2,2023-01-01,55_redacción_autor_copia_citación
56,"continúir, desloguea, proseguir, finalizar, finalizadar",8,2023-01-01,56_continúir_finalizar_proseguir_continú...
57,"igon, renumerar, provinciano, claustro, provincial",4,2023-01-01,57_provincia_provincial_jurisdicción_int...
58,"grosso, benedetti, , , ",4,2023-01-01,58_registrado_sarghini_carrió_grosso
59,"castellano, levantado, taquígrafos, véansar, guillermo",6,2023-01-01,59_taquígrafos_director_cuerpo_monasteri...
61,"renuncia, renuncias, presentado, documentación, duco",7,2023-01-01,61_renuncia_presentado_peticiones_renunc...
62,"miren, risas, tranquilo, poner, creer",1,2023-01-01,62_risas_humor_risa_reír
63,"universidad, educación, educativo, laurentino, universitario",17,2023-01-01,63_educación_educativo_universidad_docen...
64,"mazú, interbloque, provincia, vessvessian, gollán",11,2023-01-01,64_provincia_provincias_jura_requerírsel...
65,"verasay, referencia, bochinche, acepté, valor",2,2023-01-01,65_boletín_prescindir_enunciación_resuel...
66,"espert, yasky, pedrini, acordar, vallese",25,2023-01-01,66_yasky_espert_acordar_allende
67,"massot, rugir, aplicar, , ",2,2023-01-01,67_massot_mayoraz_rugir_vallone
68,"salvar, agua, aviar, mosquito, gripe",1,2023-01-01,68_desastre_zona_emergencia_agropecuario
70,"sigar, , , , ",1,2023-01-01,70_tabaco_cigarrillo_tabacalero_fumar
71,"abstenciones, abstención, 176, 156, 194",14,2023-01-01,71_abstenciones_abstención_afi_195
72,"7º, 8º, cacace, 9º, 1º",9,2023-01-01,72_6º_7º_1º_8º
73,"casas, figueroa, apartamento, asseff, ",10,2023-01-01,73_casas_bue_considera_figueroa
74,"chiquito, ministros, receta, jefe, gabinete",1,2023-01-01,74_turismo_turístico_viaje_actividad
75,"ocaña, conferencia, abierto, unidad, mantener",7,2023-01-01,75_inte_ocaña_conferencia_abierto
76,"compartir, reordenar, finocchiaro, litza, graciela",4,2023-01-01,76_compartir_pala_natalia_morán
77,"giacomo, stolbizer, concedo, moran, ",21,2023-01-01,77_giacomo_stolbizer_nalizar_pala
78,"reconsiderar, fein, problema, , ",1,2023-01-01,78_reconsideración_reconsiderar_formulo_...
79,"nieri, , , , ",1,2023-01-01,79_considera_schlotthauer_nieri_pala
80,"águilo, harpiar, naturales, recursos, exportar",2,2023-01-01,80_bosque_nativo_ambiental_forestal
81,"27551, locación, 1198, 224, asseff",1,2023-01-01,81_civil_código_sustitución_padre
82,"segundo, veinte, treinta, , ",2,2023-01-01,82_treinta_veinte_segundo_quince
83,"vea, otación, pág, 382, quédense",6,2023-01-01,83_vea_pág_otación_él
84,"verasay, gollán, yacobitti, souto, quiroz",14,2023-01-01,84_yacobitti_verasay_pala_gollán
85,"abstenciones, abstención, 102, 126, 111",16,2023-01-01,85_abstenciones_abstención_afi_131
86,"estrofa, entonar, himno, rolando, convocatoria",11,2023-01-01,86_estrofa_entonar_himno_orquesta
87,"chubut, igon, , , ",5,2023-01-01,87_chubut_pala_sidencia_monti
88,"pequeños, simplificado, tecnológicos, contribuyentes, tech",3,2023-01-01,88_deportivo_antidopaje_deporte_fútbol
89,"recordar, nieri, marín, acortar, asseff",4,2023-01-01,89_recordar_italo_nalizado_olvidar
90,"juntos, interbloque, cambio, cambiemos, dijimos",8,2023-01-01,90_cambio_juntos_cambiar_interbloque
91,"otorgábamos, saldado, sincero, específicamente, justificar",4,2023-01-01,91_tema_motivo_razón_lógica
93,"alzado, mano, pediríar, pisarello, flaco",8,2023-01-01,93_alzado_mano_levantar_afi
94,"coli, lipovetzky, llamar, estévez, massa",3,2023-01-01,94_lipovetzky_coli_nalizado_santillán
96,"lena, , , , ",4,2023-01-01,96_pala_lena_austin_tina
98,"carasso, unifiqu, giro, manzi, garrido",8,2023-01-01,98_vuelta_garrido_giro_carasso
99,"dni, firmado, cne, 2021, 2023",9,2023-01-01,99_electoral_alianza_dni_candidato
100,"osuna, , , , ",3,2023-01-01,100_osuna_llancafilo_vásquez_punto
101,"abstenciones, cero, negativos, abstención, 197",11,2023-01-01,101_negativa_cero_negativos_nulo
102,"rendido, vertido, convocatoria, , ",1,2023-01-01,102_solicitud_peticiones_solicité_solici...
103,"agradecer, aprovecho, cañuelas, saladillo, paraná",3,2023-01-01,103_agradecer_apreciación_agradecimiento...
104,"reduzcamos, informant, preparar, mañana, faltar",1,2023-01-01,104_mañana_ayer_acordar_desplacer
105,"ciencia, innovación, tecnología, 2030, 741",10,2023-01-01,105_ciencia_tecnología_innovación_tecnol...
106,"comedor, alimento, constantemente, casta, primerear",2,2023-01-01,106_alimentario_alimento_programa_alimen...
108,"renuncia, , , , ",1,2023-01-01,108_cientemente_apoyado_sufi_juliano
110,"cuerpo, exdiputado, incorporar, previamente, quince",4,2023-01-01,110_cuerpo_renumeración_corpacci_faculta...
111,"brouwer, koning, , , ",4,2023-01-01,111_considera_resulta_koning_brouwer
112,"gorleri, morales, ocaña, ronda, parir",5,2023-01-01,112_resulta_gorleri_morales_gorila
114,"trazabilidad, pesca, proteína, volvimos, intereses",5,2023-01-01,114_pesca_pesquero_mar_buque
115,"ministros, gabinete, jefe, sota, ",4,2023-01-01,115_ministros_gabinete_jefe_sota
116,"aciones, resolución, disidencias, observ, ley",2,2023-01-01,116_resolución_disidencias_aciones_obser...
117,"latorre, , , , ",2,2023-01-01,117_suficientemente_apoyado_apoyar_consi...
119,"inicio, individual, terminemos, macha, passo",6,2023-01-01,119_comenzar_individual_comienzo_empezar
120,"israel, palestino, terrorista, hamás, gaza",21,2023-01-01,120_the_israel_palestino_convention
121,"loredo, , , , ",1,2023-01-01,121_castillo_loredo_ripoll_pichetto
122,"5º, 7º, 4º, cacace, 1º",5,2023-01-01,122_3º_5º_polini_1º
123,"dengue, descacharrado, combatir, 41257, decena",3,2023-01-01,123_vacuna_vacunación_covid_salud
124,"lea, derecho, , , ",1,2023-01-01,124_leído_leer_afi_leeré
125,"selva, termínela, continúe, , ",4,2023-01-01,125_contigiani_selva_afi_espinoza
126,"perseguir, periodista, c5n, escrachar, usar",7,2023-01-01,126_periodista_periodístico_prensa_perio...
127,"arroyo, valdés, individual, , ",14,2023-01-01,127_arroyo_valdés_acevedo_polledo
128,"sométalo, retomar, nuevamente, , ",2,2023-01-01,128_volver_nuevamente_otorgué_afi
129,"operandi, modus, clandestino, gollán, desclasificado",1,2023-01-01,129_terrorismo_terrorista_humanos_derech...
130,"alquiler, inquilino, oferta, inflación, 27551",14,2023-01-01,130_vivienda_alquiler_vendedor_locación
131,"planteé, licitación, ente, semana, problema",1,2023-01-01,131_miércoles_jueves_semana_viernes
132,"decí, identifiqué, nombre, huerto, alejandra",4,2023-01-01,132_nombre_apellido_pila_corrección
136,"himno, 129, abierto, requerimiento, presencia",9,2023-01-01,136_doña_himno_electoral_abierto
137,"cris, rizzotti, , , ",2,2023-01-01,137_sírvar_resu_rizzotti_ta
138,"lombardi, gestito, vidal, espere, aparicio",13,2023-01-01,138_lombardi_vidal_debate_vivero
141,"sistemáticamente, juntos, interrumpir, cambio, diputados",1,2023-01-01,141_interrumpir_interrup_dencia_presi
142,"ginocchio, festividad, virgen, entendido, valle",8,2023-01-01,142_ginocchio_benegas_pala_lynch
143,"obstar, conceder, permítanme, cantar, acompañar",4,2023-01-01,143_indicar_tienir_yo_pala
144,"hagman, loguear, posteriormente, seguir, ",4,2023-01-01,144_martiarena_suficientemente_hagman_ap...
145,"clínico, digitalización, historia, informatización, salud",7,2023-01-01,145_salud_medicina_médico_medicamento
150,"laspina, , , , ",2,2023-01-01,150_laspina_acceder_afi_lasbanca
153,"contesté, constitución, claro, pregunta, ",1,2023-01-01,153_constitución_jura_requerírsele_esqui...
155,"danta, informática, anexar, bertoldi, cacace",4,2023-01-01,155_sistema_electrónicamente_funcionar_l...
158,"estévez, rendido, vertido, , ",9,2023-01-01,158_estévez_rendido_vertido_milman
159,"reconsideración, , , , ",1,2023-01-01,159_reconsideración_reconsideracion_reco...
161,"cobos, manes, marziotta, , ",6,2023-01-01,161_marziotta_cobos_manes_gisela
164,"acordás, murphy, rúa, ricardo, ministro",1,2023-01-01,164_economía_ministro_ministerio_italo
167,"nanni, carro, , , ",5,2023-01-01,167_carro_nanni_mounier_car
173,"escuchaber, escuchar, atención, , ",4,2023-01-01,173_escuchar_garay_reitero_escúchenme
175,"señoras, provisional, elección, disposición, ",1,2023-01-01,175_pedidos_mociones_informes_consulta
176,"formulación, pregunta, , , ",1,2023-01-01,176_pregunta_preguntar_contestar_respond...
177,"levantar, asseff, probable, ideología, ocasión",2,2023-01-01,177_radical_radicalismo_bancada_evolució...
178,"sugerir, poner, venir, tener, ",2,2023-01-01,178_sugerencia_sugerir_sugerido_acepto
179,"banfi, interrumpir, recordar, provincia, ",10,2023-01-01,179_banfi_refiera_habiéndose_loguear
181,"respetar, , , , ",1,2023-01-01,181_petri_respetar_petmite_calma
182,"preguntar, simple, explicar, pregunta, realizar",3,2023-01-01,182_pregunta_realizar_preguntar_raro
183,"evangelios, santos, dios, jura, requerir",10,2023-01-01,183_evangelios_santos_jura_dios
184,"guardar, continúir, público, grosso, rápidamente",4,2023-01-01,184_audiencia_guardar_público_requerírse...
189,"video, taquigráfico, versión, búsquenlo, miren",7,2023-01-01,189_versión_taquigráfico_taquigráfi_taqu...
-1,"union, 2024, milei, genético, gobierno",4048,2024-01-01,-1_él_provincia_caso_año
0,"milei, argentina, bases, acá, argentino",1152,2024-01-01,0_argentino_argentina_país_gobierno
1,"presupuesto, dnu, inflación, fiscal, 2024",37,2024-01-01,1_presupuesto_gasto_ciento_millón
2,"pág, ausentes, natalia, 141º, lorena",2,2024-01-01,2_pastoriza_landau_abdala_silvestre
3,"debate, discusión, tema, emplazamiento, debatir",74,2024-01-01,3_debate_discusión_tema_debatir
4,"universidad, docente, 2024, universitario, educación",127,2024-01-01,4_educación_universidad_docente_educativ...
5,"traigan, revancha, bases, rigi, petróleo",16,2024-01-01,5_energía_gas_combustible_combustibles
6,"código, penal, bloqueo, bis, huelga",28,2024-01-01,6_penal_código_pena_delito
7,"afi, 127, 136, 177, 113",88,2024-01-01,7_afi_127_129_131
8,"impuesto, ganancia, bien, pagar, personal",18,2024-01-01,8_impuesto_ganancia_tributario_fiscal
9,"232, 200, registr, léalo, surgen",8,2024-01-01,9_registrar_afi_él_136
10,"loguear, él, sírvanse, sírvansar, identificar",50,2024-01-01,10_haber_él_sr_referir
11,"trabajador, sindicato, prueba, período, sindical",33,2024-01-01,11_trabajo_trabajador_empleador_laboral
12,"2024, fumar, online, apuesta, emplazamiento",4,2024-01-01,12_salud_discapacidad_paciente_pública
13,"hable, farsa, barletta, ucr, reir",6,2024-01-01,13_precio_dólares_italo_millón
14,"president, voluntad, acercar, cuest, organizar",24,2024-01-01,14_presiden_president_bue_sugerir
15,"entrerriano, mencho, figueroa, doctor, conmocionado",4,2024-01-01,15_doctor_caride_hoz_ocupar
16,"castagneto, sírvar, paulón, finocchiaro, bornoroni",40,2024-01-01,16_resulta_pala_afi_sin
17,"tren, transporte, amba, pasajero, ferroviario",11,2024-01-01,17_ferroviario_ruta_ferrocarril_transpor...
18,"jubilado, 24, movilidad, jubilatorio, jubilaciones",28,2024-01-01,18_pensión_previsional_jubilado_jubilaci...
19,"mayoraz, agost, carreño, cൺඌඍൾඅඅൺඇඈ, අඅൾඋආඈ",24,2024-01-01,19_jurar_jura_someter_sr
20,"manifestación, manifestaciones, alexis, manifestante, loredo",20,2024-01-01,20_manifestaciones_manifestación_barra_l...
21,"colaboracionista, santurio, 217, 215, 157",2,2024-01-01,21_diputados_5282_pala_pág
22,"abstendrar, militar, quillango, tandil, brigada",9,2024-01-01,22_militar_fuerza_defensa_soldati
23,"democracia, acá, venir, gustar, representación",21,2024-01-01,23_político_democracia_partido_debate
24,"legislador, exprópiese, delegación, bicameral, coimero",18,2024-01-01,24_legislador_congreso_legislativo_parla...
25,"sr, agustín, álvaro, afi, cierro",51,2024-01-01,25_sr_pala_concedo_álvaro
26,"vicepresidenta, vicepresidencia, ocupar, añez, tantísima",9,2024-01-01,26_vicepresidente_vicepresidencia_ocupar...
27,"inmaterial, 483, patrimonio, cultural, registro",4,2024-01-01,27_educación_escuela_monumento_aconsejar
28,"2024, 2023, 24, 930, murphy",11,2024-01-01,28_2007_2010_2006_07
29,"sugeír, 1846, avancar, revisionismo, quebracho",2,2024-01-01,29_1984_1985_diputados_véanse
30,"ómnibu, necesitar, muerta, delegación, patagónico",2,2024-01-01,30_agropecuario_ganadería_productor_agri...
31,"loan, tratant, blanquear, 57000, 46000",4,2024-01-01,31_deudor_deuda_hipotecario_crédito
32,"esquiú, biasi, excelsitud, amarante, dios",5,2024-01-01,32_evangelios_santos_dios_jurar
33,"trabajarar, reaccionario, calle, marchar, combatir",2,2024-01-01,33_justicialista_juez_justicia_bancada
34,"abstendríamos, receptar, autoexclusión, exclusión, competente",1,2024-01-01,34_matrimonio_divorcio_cónyuge_hijo
35,"inamu, cultura, instituto, teatro, télam",9,2024-01-01,35_teatral_radio_televisión_audiovisual
36,"memoria, guardar, cortiñas, exdiputado, exgobernador",8,2024-01-01,36_memoria_rendido_homenajes_rendir
37,"energético, hidrógeno, 26741, verde, juntar",10,2024-01-01,37_nuclear_energía_energético_gas
